#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 01 04 00  71  5.8  7.4  1.20  6.20 99.00  91 1017.9  26.7  27.2 999.0 99.0 99.00
2017 01 01 04 10  71  6.3  7.9 99.00 99.00 99.00 999 1017.8  26.7 999.0 999.0 99.0 99.00
2017 01 01 04 20  69  6.4  7.9 99.00 99.00 99.00 999 1017.8  26.7 999.0 999.0 99.0 99.00
2017 01 01 04 30  68  6.3  8.0 99.00 99.00 99.00 999 1017.8  26.7 999.0 999.0 99.0 99.00
2017 01 01 04 40  68  5.9  7.5 99.00 99.00 99.00 999 1017.7  26.7 999.0 999.0 99.0 99.00
2017 01 01 04 50  68  6.6  8.9 99.00 99.00 99.00 999 1017.7  26.7 999.0 999.0 99.0 99.00
2017 01 01 05 00  67  6.6  8.1  1.10  6.70 99.00  86 1017.7  26.7  27.2 999.0 99.0 99.00
2017 01 01 05 10  68  7.0  8.8 99.00 99.00 99.00 999 1017.8  26.6 999.0 999.0 99.0 99.00
2017 01 01 05 20  67  6.7  8.6 99.00 99.00 99.00 999 1017.7  26.7 999.0 999.0 99.0 99.00
2017 01 01 05 30  64  7.1  8.9 99.00 99.00 99.00 999 1017.5  26.6 999.0 999.0 99.0 99.00
2017 01 01 05 40  66  7.5  9.4 99.00 99.00 99.00 999 1017.4  26.6 999.0 999.0 99.0 99.00
2017 01 01 05 50  65  7.4  9.2 99.00 99.00 99.00 999 1017.2  26.6 999.0 999.0 99.0 99.00
2017 01 01 06 00  67  7.1  8.5  1.20  6.20 99.00  90 1017.1  26.6  27.2 999.0 99.0 99.00
2017 01 01 06 10  62  7.9 10.5 99.00 99.00 99.00 999 1017.0  26.6 999.0 999.0 99.0 99.00
2017 01 01 06 20  67  8.0  9.6 99.00 99.00 99.00 999 1016.9  26.6 999.0 999.0 99.0 99.00
2017 01 01 06 30  69  7.4  9.6 99.00 99.00 99.00 999 1016.8  26.6 999.0 999.0 99.0 99.00
2017 01 01 06 40  65  7.6  8.9 99.00 99.00 99.00 999 1016.7  26.5 999.0 999.0 99.0 99.00
2017 01 01 06 50  69  7.2  9.1 99.00 99.00 99.00 999 1016.6  26.5 999.0 999.0 99.0 99.00
2017 01 01 07 00  99  8.6 11.4  1.20  6.20 99.00  90 1016.6  25.4  27.1 999.0 99.0 99.00
2017 01 01 07 10 109  8.1 10.6 99.00 99.00 99.00 999 1016.6  25.1 999.0 999.0 99.0 99.00
2017 01 01 07 20 106  6.5  8.2 99.00 99.00 99.00 999 1016.6  25.5 999.0 999.0 99.0 99.00
2017 01 01 07 30  87  6.0  7.2 99.00 99.00 99.00 999 1016.6  25.7 999.0 999.0 99.0 99.00
2017 01 01 07 40  86  5.3  6.6 99.00 99.00 99.00 999 1016.5  25.7 999.0 999.0 99.0 99.00
2017 01 01 07 50  75  4.9  6.4 99.00 99.00 99.00 999 1016.4  25.8 999.0 999.0 99.0 99.00
2017 01 01 08 00  72  4.9  6.2  1.20  5.60 99.00  92 1016.5  26.0  27.1 999.0 99.0 99.00
2017 01 01 08 10  67  6.2  8.8 99.00 99.00 99.00 999 1016.3  26.1 999.0 999.0 99.0 99.00
2017 01 01 08 20  61  7.9 10.3 99.00 99.00 99.00 999 1016.3  26.3 999.0 999.0 99.0 99.00
2017 01 01 08 30  62  7.4  9.6 99.00 99.00 99.00 999 1016.3  26.3 999.0 999.0 99.0 99.00
2017 01 01 08 40  63  7.3  9.1 99.00 99.00 99.00 999 1016.3  26.2 999.0 999.0 99.0 99.00
2017 01 01 08 50  66  7.3  8.9 99.00 99.00 99.00 999 1016.4  26.3 999.0 999.0 99.0 99.00
2017 01 01 09 00  71  7.7 10.0  1.10  5.60 99.00  93 1016.5  26.5  27.1 999.0 99.0 99.00
2017 01 01 09 10  70  8.0  9.9 99.00 99.00 99.00 999 1016.5  26.3 999.0 999.0 99.0 99.00
2017 01 01 09 20  70  7.3  9.4 99.00 99.00 99.00 999 1016.5  26.0 999.0 999.0 99.0 99.00
2017 01 01 09 30  75  7.4  9.2 99.00 99.00 99.00 999 1016.5  26.3 999.0 999.0 99.0 99.00
2017 01 01 10 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  27.1 999.0 99.0 99.00
2017 01 01 10 20  71  7.1  9.1 99.00 99.00 99.00 999 1017.2  26.3 999.0 999.0 99.0 99.00
2017 01 01 10 30  76  7.0  9.7 99.00 99.00 99.00 999 1017.3  26.3 999.0 999.0 99.0 99.00
2017 01 01 10 40  77  6.5  8.4 99.00 99.00 99.00 999 1017.4  26.5 999.0 999.0 99.0 99.00
2017 01 01 10 50  87  6.7  8.6 99.00 99.00 99.00 999 1017.4  26.6 999.0 999.0 99.0 99.00
2017 01 01 11 00  85  7.6  9.9  1.20  5.90 99.00  86 1017.5  26.7  27.1 999.0 99.0 99.00
2017 01 01 11 10  86  7.5 10.1 99.00 99.00 99.00 999 1017.5  26.8 999.0 999.0 99.0 99.00
2017 01 01 11 20  90  8.1  9.9 99.00 99.00 99.00 999 1017.6  26.7 999.0 999.0 99.0 99.00
2017 01 01 11 30  90  7.8  9.8 99.00 99.00 99.00 999 1017.7  26.8 999.0 999.0 99.0 99.00
2017 01 01 11 40  89  7.7  9.7 99.00 99.00 99.00 999 1017.9  26.7 999.0 999.0 99.0 99.00
2017 01 01 11 50  88  8.8 10.8 99.00 99.00 99.00 999 1018.0  26.8 999.0 999.0 99.0 99.00
2017 01 01 12 00  90  8.6 10.9  1.30  5.90 99.00  84 1018.1  26.8  27.1 999.0 99.0 99.00
2017 01 01 12 10  89  8.4 10.7 99.00 99.00 99.00 999 1018.3  26.9 999.0 999.0 99.0 99.00
2017 01 01 12 20  83  8.0  9.6 99.00 99.00 99.00 999 1018.6  26.8 999.0 999.0 99.0 99.00
2017 01 01 12 30  82  7.8  9.3 99.00 99.00 99.00 999 1018.7  26.7 999.0 999.0 99.0 99.00
2017 01 01 12 40  86  7.5  9.6 99.00 99.00 99.00 999 1018.8  26.8 999.0 999.0 99.0 99.00
2017 01 01 12 50  83  7.4  9.5 99.00 99.00 99.00 999 1018.9  26.8 999.0 999.0 99.0 99.00
2017 01 01 13 00  83  8.0  9.4  1.40  5.30 99.00  87 1019.0  26.9  27.1 999.0 99.0 99.00
2017 01 01 13 10  82  7.9  9.8 99.00 99.00 99.00 999 1019.2  26.9 999.0 999.0 99.0 99.00
2017 01 01 13 20  88  7.5  9.4 99.00 99.00 99.00 999 1019.2  26.9 999.0 999.0 99.0 99.00
2017 01 01 13 30  79  7.2  8.8 99.00 99.00 99.00 999 1019.2  26.9 999.0 999.0 99.0 99.00
2017 01 01 13 40  84  7.5  9.3 99.00 99.00 99.00 999 1019.3  26.9 999.0 999.0 99.0 99.00
2017 01 01 13 50  89  7.6  9.7 99.00 99.00 99.00 999 1019.2  26.9 999.0 999.0 99.0 99.00
2017 01 01 14 00  86  7.1  8.9  1.20  5.00 99.00  90 1019.3  26.9  27.2 999.0 99.0 99.00
2017 01 01 14 10  85  7.1  8.8 99.00 99.00 99.00 999 1019.2  26.9 999.0 999.0 99.0 99.00
2017 01 01 14 20  88  6.9  8.6 99.00 99.00 99.00 999 1019.1  26.9 999.0 999.0 99.0 99.00
2017 01 01 14 30  86  7.0  9.0 99.00 99.00 99.00 999 1019.2  27.0 999.0 999.0 99.0 99.00
2017 01 01 14 40  91  7.3  9.3 99.00 99.00 99.00 999 1019.0  26.9 999.0 999.0 99.0 99.00
2017 01 01 14 50  89  6.7  8.3 99.00 99.00 99.00 999 1019.0  27.0 999.0 999.0 99.0 99.00
2017 01 01 15 00  84  7.0  9.2  1.20  5.60 99.00  90 1019.0  27.0  27.2 999.0 99.0 99.00
2017 01 01 15 10  80  6.6  8.7 99.00 99.00 99.00 999 1018.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 15 20  84  6.5  8.2 99.00 99.00 99.00 999 1018.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 15 30  83  6.4  8.4 99.00 99.00 99.00 999 1018.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 15 40  88  6.2  7.7 99.00 99.00 99.00 999 1018.7  27.0 999.0 999.0 99.0 99.00
2017 01 01 15 50  84  5.7  7.1 99.00 99.00 99.00 999 1018.7  27.0 999.0 999.0 99.0 99.00
2017 01 01 16 00  85  5.9  7.5  1.20  5.90 99.00  88 1018.7  27.1  27.2 999.0 99.0 99.00
2017 01 01 16 10  75  5.3  6.7 99.00 99.00 99.00 999 1018.6  27.1 999.0 999.0 99.0 99.00
2017 01 01 16 20  73  6.4  9.2 99.00 99.00 99.00 999 1018.6  27.0 999.0 999.0 99.0 99.00
2017 01 01 16 30  71  7.2  9.4 99.00 99.00 99.00 999 1018.5  26.1 999.0 999.0 99.0 99.00
2017 01 01 16 40  86  5.9  8.5 99.00 99.00 99.00 999 1018.5  25.9 999.0 999.0 99.0 99.00
2017 01 01 16 50  69  5.1  7.0 99.00 99.00 99.00 999 1018.3  26.5 999.0 999.0 99.0 99.00
2017 01 01 17 00  68  5.8  6.9  1.10  6.70 99.00  85 1018.2  26.8  27.3 999.0 99.0 99.00
2017 01 01 17 10  85  6.1  7.6 99.00 99.00 99.00 999 1018.1  27.0 999.0 999.0 99.0 99.00
2017 01 01 17 20  89  6.0  7.5 99.00 99.00 99.00 999 1017.9  26.9 999.0 999.0 99.0 99.00
2017 01 01 17 30  89  5.9  7.7 99.00 99.00 99.00 999 1017.7  26.9 999.0 999.0 99.0 99.00
2017 01 01 17 40  90  7.2  9.4 99.00 99.00 99.00 999 1017.6  26.9 999.0 999.0 99.0 99.00
2017 01 01 17 50  93  7.5  9.6 99.00 99.00 99.00 999 1017.4  26.9 999.0 999.0 99.0 99.00
2017 01 01 18 00  96  7.8  9.8  1.20  6.20 99.00  81 1017.4  26.9  27.3 999.0 99.0 99.00
2017 01 01 18 10  98  7.8  9.5 99.00 99.00 99.00 999 1017.4  26.9 999.0 999.0 99.0 99.00
2017 01 01 18 20  96  7.3  9.3 99.00 99.00 99.00 999 1017.2  27.0 999.0 999.0 99.0 99.00
2017 01 01 18 30  96  7.5  8.9 99.00 99.00 99.00 999 1017.2  27.0 999.0 999.0 99.0 99.00
2017 01 01 18 40  97  7.4  9.3 99.00 99.00 99.00 999 1017.2  27.0 999.0 999.0 99.0 99.00
2017 01 01 18 50  98  7.4  9.6 99.00 99.00 99.00 999 1017.1  26.9 999.0 999.0 99.0 99.00
2017 01 01 19 00 100  7.1  8.5  1.20  5.30 99.00  81 1017.1  27.0  27.3 999.0 99.0 99.00
2017 01 01 19 10  97  7.0  8.7 99.00 99.00 99.00 999 1016.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 19 20  96  6.9  8.8 99.00 99.00 99.00 999 1016.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 19 30  96  6.5  8.9 99.00 99.00 99.00 999 1016.9  27.0 999.0 999.0 99.0 99.00
2017 01 01 19 40  93  6.7  8.1 99.00 99.00 99.00 999 1017.0  27.0 999.0 999.0 99.0 99.00
2017 01 01 19 50  98  6.4  7.8 99.00 99.00 99.00 999 1017.0  26.9 999.0 999.0 99.0 99.00
2017 01 01 20 00  91  6.4  7.7  1.20  4.50 99.00  83 1017.1  26.9  27.2 999.0 99.0 99.00
2017 01 01 20 10  92  6.1  8.0 99.00 99.00 99.00 999 1017.2  27.0 999.0 999.0 99.0 99.00
2017 01 01 20 20  88  5.9  7.6 99.00 99.00 99.00 999 1017.3  27.0 999.0 999.0 99.0 99.00
2017 01 01 20 30  88  5.9  7.1 99.00 99.00 99.00 999 1017.4  27.0 999.0 999.0 99.0 99.00
2017 01 01 20 40  89  5.8  7.4 99.00 99.00 99.00 999 1017.4  27.0 999.0 999.0 99.0 99.00
2017 01 01 20 50  92  6.1  7.8 99.00 99.00 99.00 999 1017.5  27.1 999.0 999.0 99.0 99.00
2017 01 01 21 00  88  5.7  7.0  1.20  6.20 99.00  80 1017.5  27.1  27.2 999.0 99.0 99.00
2017 01 01 21 10  74  5.4  6.7 99.00 99.00 99.00 999 1017.7  27.1 999.0 999.0 99.0 99.00
2017 01 01 21 20  60  6.7  8.9 99.00 99.00 99.00 999 1017.7  26.9 999.0 999.0 99.0 99.00
2017 01 01 21 30  61  7.2  8.9 99.00 99.00 99.00 999 1017.6  26.8 999.0 999.0 99.0 99.00
2017 01 01 21 40  63  7.1  8.8 99.00 99.00 99.00 999 1017.5  26.7 999.0 999.0 99.0 99.00
2017 01 01 21 50  61  6.7  8.8 99.00 99.00 99.00 999 1017.5  26.7 999.0 999.0 99.0 99.00
2017 01 01 22 00  63  7.2  9.5  1.20 10.80 99.00  78 1017.6  26.6  27.3 999.0 99.0 99.00
2017 01 01 22 10  65  6.7  8.9 99.00 99.00 99.00 999 1017.5  26.6 999.0 999.0 99.0 99.00
2017 01 01 22 20  65  6.8  8.7 99.00 99.00 99.00 999 1017.7  26.6 999.0 999.0 99.0 99.00
2017 01 01 22 30  67  6.3  7.9 99.00 99.00 99.00 999 1017.8  26.5 999.0 999.0 99.0 99.00
2017 01 01 22 40  65  6.2  7.7 99.00 99.00 99.00 999 1017.8  26.5 999.0 999.0 99.0 99.00
2017 01 01 22 50  68  6.5  8.4 99.00 99.00 99.00 999 1018.0  26.5 999.0 999.0 99.0 99.00
2017 01 01 23 00  68  6.6  7.6  1.20 10.00 99.00  51 1018.0  26.5  27.3 999.0 99.0 99.00
2017 01 01 23 10  70  6.6  8.2 99.00 99.00 99.00 999 1018.1  26.5 999.0 999.0 99.0 99.00
2017 01 01 23 20  72  6.6  8.1 99.00 99.00 99.00 999 1018.1  26.5 999.0 999.0 99.0 99.00
2017 01 01 23 30  65  6.7  8.1 99.00 99.00 99.00 999 1018.3  26.5 999.0 999.0 99.0 99.00
2017 01 01 23 40  66  5.8  7.3 99.00 99.00 99.00 999 1018.3  26.5 999.0 999.0 99.0 99.00
2017 01 01 23 50  69  6.8  8.3 99.00 99.00 99.00 999 1018.5  26.4 999.0 999.0 99.0 99.00
2017 01 02 00 00  66  6.7  8.0  1.30  7.10 99.00  35 1018.5  26.5  27.2 999.0 99.0 99.00
2017 01 02 00 10  78  6.6  8.2 99.00 99.00 99.00 999 1018.5  26.5 999.0 999.0 99.0 99.00
2017 01 02 00 20  77  7.1  8.8 99.00 99.00 99.00 999 1018.6  26.5 999.0 999.0 99.0 99.00
2017 01 02 00 30  77  7.1  8.7 99.00 99.00 99.00 999 1018.6  26.5 999.0 999.0 99.0 99.00
2017 01 02 00 40  72  6.5  8.4 99.00 99.00 99.00 999 1018.7  26.5 999.0 999.0 99.0 99.00
2017 01 02 00 50  71  6.2  7.8 99.00 99.00 99.00 999 1018.9  26.5 999.0 999.0 99.0 99.00
2017 01 02 01 00  77  6.5  9.3  1.40 10.80 99.00  12 1019.0  26.6  27.2 999.0 99.0 99.00
2017 01 02 01 10  75  6.3  8.2 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 01 20  74  6.2  7.6 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 01 30  76  6.8  8.3 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 01 40  74  6.7  8.3 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 01 50  74  7.0  9.0 99.00 99.00 99.00 999 1019.1  26.5 999.0 999.0 99.0 99.00
2017 01 02 02 00  72  6.6  8.3  1.50  8.30 99.00  14 1019.2  26.4  27.2 999.0 99.0 99.00
2017 01 02 02 10  70  7.0  8.9 99.00 99.00 99.00 999 1019.2  26.4 999.0 999.0 99.0 99.00
2017 01 02 02 20  78  6.2  8.0 99.00 99.00 99.00 999 1019.2  26.5 999.0 999.0 99.0 99.00
2017 01 02 02 30  78  6.7  8.4 99.00 99.00 99.00 999 1019.2  26.5 999.0 999.0 99.0 99.00
2017 01 02 02 40  85  7.5  9.3 99.00 99.00 99.00 999 1019.1  26.7 999.0 999.0 99.0 99.00
2017 01 02 02 50  79  7.8  9.8 99.00 99.00 99.00 999 1019.1  26.7 999.0 999.0 99.0 99.00
2017 01 02 03 00  80  7.7  9.6  1.60 10.00 99.00  30 1019.1  26.6  27.2 999.0 99.0 99.00
2017 01 02 03 10  85  7.6  9.5 99.00 99.00 99.00 999 1019.2  26.7 999.0 999.0 99.0 99.00
2017 01 02 03 20  80  7.8 10.0 99.00 99.00 99.00 999 1019.0  26.7 999.0 999.0 99.0 99.00
2017 01 02 03 30  82  7.9 10.0 99.00 99.00 99.00 999 1019.0  26.6 999.0 999.0 99.0 99.00
2017 01 02 03 40  72  6.8  8.5 99.00 99.00 99.00 999 1019.1  26.5 999.0 999.0 99.0 99.00
2017 01 02 03 50  73  6.6  7.9 99.00 99.00 99.00 999 1019.1  26.5 999.0 999.0 99.0 99.00
2017 01 02 04 00  78  6.6  7.9  1.80 10.00 99.00  28 1019.0  26.5  27.2 999.0 99.0 99.00
2017 01 02 04 10  74  6.6  7.9 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 04 20  75  6.4  8.4 99.00 99.00 99.00 999 1019.0  26.5 999.0 999.0 99.0 99.00
2017 01 02 04 30  74  6.5  8.4 99.00 99.00 99.00 999 1018.9  26.5 999.0 999.0 99.0 99.00
2017 01 02 04 40  80  6.4  8.3 99.00 99.00 99.00 999 1018.9  26.5 999.0 999.0 99.0 99.00
2017 01 02 04 50  78  6.8  8.1 99.00 99.00 99.00 999 1018.8  26.5 999.0 999.0 99.0 99.00
2017 01 02 05 00  73  6.6  7.9  1.80  7.70 99.00  28 1018.8  26.4  27.2 999.0 99.0 99.00
2017 01 02 05 10  72  6.3  8.2 99.00 99.00 99.00 999 1018.7  26.4 999.0 999.0 99.0 99.00
2017 01 02 05 20  75  6.3  8.1 99.00 99.00 99.00 999 1018.6  26.5 999.0 999.0 99.0 99.00
2017 01 02 05 30  76  6.6  8.4 99.00 99.00 99.00 999 1018.4  26.5 999.0 999.0 99.0 99.00
2017 01 02 05 40  78  6.7  8.0 99.00 99.00 99.00 999 1018.4  26.5 999.0 999.0 99.0 99.00
2017 01 02 05 50  78  6.8  8.0 99.00 99.00 99.00 999 1018.3  26.5 999.0 999.0 99.0 99.00
2017 01 02 06 00  74  6.8  7.9  1.70 11.40 99.00   5 1018.2  26.4  27.2 999.0 99.0 99.00
2017 01 02 06 10  70  6.5  7.9 99.00 99.00 99.00 999 1018.0  26.3 999.0 999.0 99.0 99.00
2017 01 02 06 20  75  6.8  7.9 99.00 99.00 99.00 999 1017.8  26.3 999.0 999.0 99.0 99.00
2017 01 02 06 30  74  6.7  8.9 99.00 99.00 99.00 999 1017.7  26.3 999.0 999.0 99.0 99.00
2017 01 02 06 40  73  6.4  8.0 99.00 99.00 99.00 999 1017.7  26.3 999.0 999.0 99.0 99.00
2017 01 02 06 50  67  6.6  7.9 99.00 99.00 99.00 999 1017.5  26.3 999.0 999.0 99.0 99.00
2017 01 02 07 00  70  7.0  9.1  1.70 11.40 99.00  17 1017.4  26.3  27.2 999.0 99.0 99.00
2017 01 02 07 10  69  7.2  9.4 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 07 20  72  7.2  9.1 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 07 30  78  6.9  8.7 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 07 40  75  7.0  8.7 99.00 99.00 99.00 999 1017.2  26.3 999.0 999.0 99.0 99.00
2017 01 02 07 50  67  7.0  9.1 99.00 99.00 99.00 999 1017.2  26.4 999.0 999.0 99.0 99.00
2017 01 02 08 00  68  7.7  9.7  1.60  7.10 99.00  26 1017.2  26.4  27.2 999.0 99.0 99.00
2017 01 02 08 10  66  7.6 10.0 99.00 99.00 99.00 999 1017.2  26.4 999.0 999.0 99.0 99.00
2017 01 02 08 20  67  7.6  9.3 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 08 30  73  8.1 10.0 99.00 99.00 99.00 999 1017.2  26.5 999.0 999.0 99.0 99.00
2017 01 02 08 40  67  7.5  9.2 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 08 50  67  7.6 10.0 99.00 99.00 99.00 999 1017.4  26.4 999.0 999.0 99.0 99.00
2017 01 02 09 00  67  7.6  9.6  1.70 10.80 99.00  33 1017.3  26.4  27.2 999.0 99.0 99.00
2017 01 02 09 10  66  7.8  9.3 99.00 99.00 99.00 999 1017.3  26.3 999.0 999.0 99.0 99.00
2017 01 02 09 20  66  8.0  9.9 99.00 99.00 99.00 999 1017.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 09 30  69  7.6 10.0 99.00 99.00 99.00 999 1017.4  26.4 999.0 999.0 99.0 99.00
2017 01 02 09 40  75  7.1  8.7 99.00 99.00 99.00 999 1017.5  26.1 999.0 999.0 99.0 99.00
2017 01 02 09 50  69  6.6  8.1 99.00 99.00 99.00 999 1017.5  26.1 999.0 999.0 99.0 99.00
2017 01 02 10 00  71  7.2  9.0  1.80 10.00 99.00  23 1017.6  26.2  27.2 999.0 99.0 99.00
2017 01 02 10 10  66  7.2  9.0 99.00 99.00 99.00 999 1017.7  26.3 999.0 999.0 99.0 99.00
2017 01 02 10 20  68  7.2  8.7 99.00 99.00 99.00 999 1017.8  26.3 999.0 999.0 99.0 99.00
2017 01 02 10 30  70  7.4  9.2 99.00 99.00 99.00 999 1017.8  26.3 999.0 999.0 99.0 99.00
2017 01 02 10 40  69  8.0 10.1 99.00 99.00 99.00 999 1018.0  26.3 999.0 999.0 99.0 99.00
2017 01 02 10 50  70  7.2  9.6 99.00 99.00 99.00 999 1018.0  26.4 999.0 999.0 99.0 99.00
2017 01 02 11 00  71  7.3  9.2  1.80 10.00 99.00  15 1018.1  26.3  27.2 999.0 99.0 99.00
2017 01 02 11 10  69  6.9  8.4 99.00 99.00 99.00 999 1018.2  26.3 999.0 999.0 99.0 99.00
2017 01 02 11 20  68  6.8  8.4 99.00 99.00 99.00 999 1018.3  26.4 999.0 999.0 99.0 99.00
2017 01 02 11 30  70  6.9  8.7 99.00 99.00 99.00 999 1018.5  26.3 999.0 999.0 99.0 99.00
2017 01 02 11 40  73  6.4  8.4 99.00 99.00 99.00 999 1018.6  26.5 999.0 999.0 99.0 99.00
2017 01 02 11 50  67  7.0  9.5 99.00 99.00 99.00 999 1018.7  26.1 999.0 999.0 99.0 99.00
2017 01 02 12 00  71  6.9  8.6  1.80 10.80 99.00  12 1018.9  26.3  27.2 999.0 99.0 99.00
2017 01 02 12 10  72  6.5  7.7 99.00 99.00 99.00 999 1019.0  26.4 999.0 999.0 99.0 99.00
2017 01 02 12 20  78  6.7  8.4 99.00 99.00 99.00 999 1019.2  26.5 999.0 999.0 99.0 99.00
2017 01 02 12 30  72  6.5  8.0 99.00 99.00 99.00 999 1019.3  26.5 999.0 999.0 99.0 99.00
2017 01 02 12 40  74  6.5  8.1 99.00 99.00 99.00 999 1019.4  26.6 999.0 999.0 99.0 99.00
2017 01 02 12 50  71  6.7  8.7 99.00 99.00 99.00 999 1019.5  26.7 999.0 999.0 99.0 99.00
2017 01 02 13 00  65  7.4  9.4  1.70 10.80 99.00  37 1019.5  26.7  27.2 999.0 99.0 99.00
2017 01 02 13 10  66  7.5  9.6 99.00 99.00 99.00 999 1019.6  26.7 999.0 999.0 99.0 99.00
2017 01 02 13 20  65  7.4  9.1 99.00 99.00 99.00 999 1019.6  26.7 999.0 999.0 99.0 99.00
2017 01 02 13 30  63  7.4  9.7 99.00 99.00 99.00 999 1019.7  26.8 999.0 999.0 99.0 99.00
2017 01 02 13 40  66  7.3  8.9 99.00 99.00 99.00 999 1019.7  26.7 999.0 999.0 99.0 99.00
2017 01 02 13 50  64  7.2  8.9 99.00 99.00 99.00 999 1019.8  26.6 999.0 999.0 99.0 99.00
2017 01 02 14 00  67  7.2  9.4  1.70 10.00 99.00  37 1019.9  26.7  27.3 999.0 99.0 99.00
2017 01 02 14 10  70  6.9  9.2 99.00 99.00 99.00 999 1019.8  26.8 999.0 999.0 99.0 99.00
2017 01 02 14 20  66  7.5  9.6 99.00 99.00 99.00 999 1019.8  26.7 999.0 999.0 99.0 99.00
2017 01 02 14 30  67  6.8  8.7 99.00 99.00 99.00 999 1019.8  26.7 999.0 999.0 99.0 99.00
2017 01 02 14 40  62  7.2  9.2 99.00 99.00 99.00 999 1019.7  26.6 999.0 999.0 99.0 99.00
2017 01 02 14 50  61  7.1  9.4 99.00 99.00 99.00 999 1019.6  26.6 999.0 999.0 99.0 99.00
2017 01 02 15 00  94  8.4 10.5 99.00 99.00 99.00 999 1019.5  25.5  27.2 999.0 99.0 99.00
2017 01 02 15 10 105  7.1  9.6 99.00 99.00 99.00 999 1019.5  24.9 999.0 999.0 99.0 99.00
2017 01 02 15 20  99  6.1  7.8 99.00 99.00 99.00 999 1019.3  25.2 999.0 999.0 99.0 99.00
2017 01 02 15 30  71  5.6  7.0 99.00 99.00 99.00 999 1019.2  25.6 999.0 999.0 99.0 99.00
